session_id,session_date,variant,device,channel,route_type,flight_selected,checkout_started,booking_completed,booking_revenue
S000366,2026-05-18,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S000367,2026-05-13,Control,Mobile,Paid Search,Caribbean,0,0,0,0
S000368,2026-05-16,Treatment,Tablet,Direct,Domestic,0,0,0,0
S000369,2026-05-28,Control,Desktop,Paid Search,International,0,0,0,0
S000370,2026-05-28,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S000371,2026-05-17,Control,Mobile,Organic Search,Domestic,0,0,0,0
S000372,2026-05-05,Treatment,Mobile,Direct,Caribbean,1,0,0,0
S000373,2026-05-06,Control,Tablet,Direct,Domestic,0,0,0,0
S000374,2026-05-21,Treatment,Mobile,Direct,Domestic,1,0,0,0
S000375,2026-05-03,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S000376,2026-05-19,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S000377,2026-05-13,Control,Desktop,Direct,Domestic,1,0,0,0
S000378,2026-05-19,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S000379,2026-05-23,Control,Mobile,Direct,Domestic,1,1,0,0
S000380,2026-05-13,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000381,2026-05-17,Control,Mobile,Direct,Caribbean,0,0,0,0
S000382,2026-05-15,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S000383,2026-05-09,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000384,2026-05-02,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S000385,2026-05-18,Control,Desktop,Email,Caribbean,1,1,0,0
S000386,2026-05-10,Treatment,Mobile,Direct,Domestic,1,1,1,267.26
S000387,2026-05-25,Control,Desktop,Direct,Domestic,1,1,0,0
S000388,2026-05-26,Treatment,Mobile,Direct,Caribbean,1,0,0,0
S000389,2026-05-23,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000390,2026-05-23,Treatment,Desktop,Email,Domestic,0,0,0,0
S000391,2026-05-13,Control,Desktop,Direct,Domestic,0,0,0,0
S000392,2026-05-09,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S000393,2026-05-05,Control,Desktop,Organic Search,Domestic,0,0,0,0
S000394,2026-05-13,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000395,2026-05-24,Control,Mobile,Direct,Domestic,1,1,0,0
S000396,2026-05-26,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S000397,2026-05-12,Control,Mobile,Direct,International,1,0,0,0
S000398,2026-05-02,Treatment,Desktop,Direct,Domestic,0,0,0,0
S000399,2026-05-18,Control,Mobile,Paid Search,Domestic,1,0,0,0
S000400,2026-05-09,Treatment,Tablet,Direct,Domestic,0,0,0,0
S000401,2026-05-15,Control,Desktop,Paid Search,Domestic,1,1,1,218.28
S000402,2026-05-04,Treatment,Tablet,Direct,Caribbean,1,0,0,0
S000403,2026-05-09,Control,Mobile,Email,Caribbean,1,1,0,0
S000404,2026-05-24,Treatment,Mobile,Email,Domestic,1,0,0,0
S000405,2026-05-13,Control,Desktop,Organic Search,International,0,0,0,0
S000406,2026-05-26,Treatment,Desktop,Direct,Domestic,1,0,0,0
S000407,2026-05-20,Control,Mobile,Organic Search,Domestic,1,0,0,0
S000408,2026-05-16,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S000409,2026-05-13,Control,Desktop,Organic Search,Domestic,1,1,0,0
S000410,2026-05-01,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S000411,2026-05-09,Control,Desktop,Paid Search,Domestic,0,0,0,0
S000412,2026-05-10,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S000413,2026-05-18,Control,Mobile,Direct,Domestic,0,0,0,0
S000414,2026-05-03,Treatment,Tablet,Direct,International,1,0,0,0
S000415,2026-05-20,Control,Desktop,Direct,Caribbean,0,0,0,0
S000416,2026-05-19,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S000417,2026-05-23,Control,Mobile,Direct,Domestic,0,0,0,0
S000418,2026-05-02,Treatment,Mobile,Direct,International,0,0,0,0
S000419,2026-05-17,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000420,2026-05-21,Treatment,Desktop,Direct,Domestic,0,0,0,0
S000421,2026-05-22,Control,Mobile,Direct,Domestic,0,0,0,0
S000422,2026-05-08,Treatment,Mobile,Organic Search,Caribbean,1,1,0,0
S000423,2026-05-14,Control,Desktop,Paid Search,Domestic,1,0,0,0
S000424,2026-05-23,Treatment,Desktop,Organic Search,Caribbean,1,1,0,0
S000425,2026-05-19,Control,Mobile,Paid Search,Domestic,1,0,0,0
S000426,2026-05-27,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S000427,2026-05-25,Control,Desktop,Direct,Domestic,0,0,0,0
S000428,2026-05-15,Treatment,Mobile,Direct,Caribbean,1,0,0,0
S000429,2026-05-20,Control,Mobile,Paid Search,Domestic,1,1,1,280.5
S000430,2026-05-11,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S000431,2026-05-16,Control,Mobile,Direct,Domestic,1,1,1,160.6
S000432,2026-05-03,Treatment,Desktop,Direct,Domestic,1,1,0,0
S000433,2026-05-26,Control,Mobile,Direct,Domestic,0,0,0,0
S000434,2026-05-02,Treatment,Tablet,Paid Search,Domestic,1,0,0,0
S000435,2026-05-12,Control,Mobile,Paid Search,Domestic,1,1,0,0
S000436,2026-05-19,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S000437,2026-05-28,Control,Mobile,Direct,Domestic,1,0,0,0
S000438,2026-05-05,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S000439,2026-05-11,Control,Mobile,Paid Search,Caribbean,1,0,0,0
S000440,2026-05-18,Treatment,Mobile,Direct,Domestic,1,1,0,0
S000441,2026-05-01,Control,Mobile,Direct,Domestic,0,0,0,0
S000442,2026-05-18,Treatment,Desktop,Direct,Domestic,0,0,0,0
S000443,2026-05-12,Control,Mobile,Organic Search,International,1,1,0,0
S000444,2026-05-05,Treatment,Mobile,Direct,Domestic,1,0,0,0
S000445,2026-05-03,Control,Desktop,Organic Search,Caribbean,1,0,0,0
S000446,2026-05-01,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000447,2026-05-08,Control,Mobile,Direct,International,0,0,0,0
S000448,2026-05-23,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S000449,2026-05-19,Control,Mobile,Paid Search,International,0,0,0,0
S000450,2026-05-20,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S000451,2026-05-04,Control,Desktop,Direct,International,1,0,0,0
S000452,2026-05-23,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S000453,2026-05-03,Control,Desktop,Email,Domestic,1,0,0,0
S000454,2026-05-26,Treatment,Desktop,Direct,Domestic,1,1,1,429.28
S000455,2026-05-28,Control,Desktop,Direct,Caribbean,0,0,0,0
S000456,2026-05-07,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S000457,2026-05-15,Control,Mobile,Email,Domestic,1,1,0,0
S000458,2026-05-18,Treatment,Tablet,Direct,Domestic,0,0,0,0
S000459,2026-05-16,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S000460,2026-05-10,Treatment,Tablet,Direct,Caribbean,0,0,0,0
S000461,2026-05-21,Control,Mobile,Direct,Domestic,1,0,0,0
S000462,2026-05-16,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S000463,2026-05-27,Control,Mobile,Organic Search,Domestic,0,0,0,0
S000464,2026-05-21,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S000465,2026-05-22,Control,Mobile,Direct,International,0,0,0,0
S000466,2026-05-12,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000467,2026-05-02,Control,Mobile,Organic Search,Domestic,1,0,0,0
S000468,2026-05-22,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000469,2026-05-01,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000470,2026-05-23,Treatment,Mobile,Email,Domestic,0,0,0,0
S000471,2026-05-19,Control,Mobile,Direct,Domestic,0,0,0,0
S000472,2026-05-13,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S000473,2026-05-19,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000474,2026-05-27,Treatment,Mobile,Email,Caribbean,0,0,0,0
S000475,2026-05-10,Control,Desktop,Direct,International,1,0,0,0
S000476,2026-05-28,Treatment,Mobile,Direct,Domestic,1,0,0,0
S000477,2026-05-26,Control,Mobile,Organic Search,Domestic,0,0,0,0
S000478,2026-05-07,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S000479,2026-05-07,Control,Mobile,Direct,Domestic,1,1,0,0
S000480,2026-05-21,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S000481,2026-05-16,Control,Desktop,Email,Caribbean,1,0,0,0
S000482,2026-05-07,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S000483,2026-05-17,Control,Mobile,Direct,Caribbean,1,0,0,0
S000484,2026-05-22,Treatment,Desktop,Direct,Domestic,0,0,0,0
S000485,2026-05-13,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000486,2026-05-11,Treatment,Desktop,Direct,Domestic,0,0,0,0
S000487,2026-05-20,Control,Mobile,Organic Search,Domestic,1,1,0,0
S000488,2026-05-09,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S000489,2026-05-04,Control,Tablet,Email,Domestic,1,1,1,297.31
S000490,2026-05-13,Treatment,Desktop,Direct,Domestic,0,0,0,0
S000491,2026-05-06,Control,Mobile,Direct,Domestic,0,0,0,0
S000492,2026-05-03,Treatment,Desktop,Direct,Domestic,1,0,0,0
S000493,2026-05-09,Control,Mobile,Direct,Domestic,1,1,0,0
S000494,2026-05-25,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000495,2026-05-01,Control,Desktop,Organic Search,Domestic,1,0,0,0
S000496,2026-05-15,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S000497,2026-05-25,Control,Mobile,Organic Search,Domestic,0,0,0,0
S000498,2026-05-24,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S000499,2026-05-28,Control,Desktop,Email,Domestic,0,0,0,0
S000500,2026-05-10,Treatment,Mobile,Organic Search,International,1,1,0,0
S000501,2026-05-22,Control,Desktop,Direct,Domestic,1,1,0,0
S000502,2026-05-11,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S000503,2026-05-20,Control,Mobile,Direct,Caribbean,1,1,1,153.98
S000504,2026-05-18,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000505,2026-05-01,Control,Mobile,Paid Search,Domestic,1,0,0,0
S000506,2026-05-09,Treatment,Mobile,Paid Search,Caribbean,1,1,0,0
S000507,2026-05-28,Control,Desktop,Direct,Domestic,0,0,0,0
S000508,2026-05-21,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S000509,2026-05-25,Control,Mobile,Email,Domestic,0,0,0,0
S000510,2026-05-26,Treatment,Mobile,Direct,Domestic,1,1,0,0
S000511,2026-05-09,Control,Mobile,Direct,Domestic,0,0,0,0
S000512,2026-05-15,Treatment,Mobile,Direct,Domestic,1,0,0,0
S000513,2026-05-10,Control,Mobile,Direct,Domestic,0,0,0,0
S000514,2026-05-07,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S000515,2026-05-07,Control,Mobile,Organic Search,Domestic,1,1,0,0
S000516,2026-05-05,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S000517,2026-05-05,Control,Mobile,Direct,Caribbean,1,1,1,162.95
S000518,2026-05-10,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S000519,2026-05-19,Control,Desktop,Paid Search,Caribbean,1,1,0,0
S000520,2026-05-22,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S000521,2026-05-14,Control,Mobile,Organic Search,Caribbean,1,1,0,0
S000522,2026-05-01,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S000523,2026-05-10,Control,Mobile,Direct,Domestic,1,0,0,0
S000524,2026-05-13,Treatment,Desktop,Direct,Domestic,0,0,0,0
S000525,2026-05-20,Control,Mobile,Direct,Caribbean,0,0,0,0
S000526,2026-05-07,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S000527,2026-05-26,Control,Desktop,Paid Search,Domestic,0,0,0,0
S000528,2026-05-17,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S000529,2026-05-01,Control,Desktop,Organic Search,Domestic,1,1,0,0
S000530,2026-05-21,Treatment,Desktop,Direct,Caribbean,1,0,0,0
S000531,2026-05-05,Control,Desktop,Direct,Domestic,1,0,0,0
S000532,2026-05-28,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S000533,2026-05-26,Control,Tablet,Direct,Domestic,1,1,0,0
S000534,2026-05-04,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S000535,2026-05-14,Control,Mobile,Organic Search,Domestic,1,0,0,0
S000536,2026-05-25,Treatment,Mobile,Direct,Caribbean,1,1,1,356.75
S000537,2026-05-16,Control,Desktop,Email,Domestic,1,0,0,0
S000538,2026-05-18,Treatment,Desktop,Email,Caribbean,0,0,0,0
S000539,2026-05-23,Control,Mobile,Direct,Domestic,1,0,0,0
S000540,2026-05-03,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000541,2026-05-27,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000542,2026-05-01,Treatment,Desktop,Direct,Caribbean,1,1,0,0
S000543,2026-05-21,Control,Mobile,Direct,Caribbean,1,0,0,0
S000544,2026-05-13,Treatment,Mobile,Direct,Domestic,1,0,0,0
S000545,2026-05-27,Control,Desktop,Direct,Domestic,0,0,0,0
S000546,2026-05-18,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S000547,2026-05-28,Control,Desktop,Direct,Domestic,1,1,0,0
S000548,2026-05-15,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S000549,2026-05-05,Control,Desktop,Email,Domestic,0,0,0,0
S000550,2026-05-25,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S000551,2026-05-06,Control,Mobile,Direct,Domestic,0,0,0,0
S000552,2026-05-07,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S000553,2026-05-14,Control,Desktop,Paid Search,Caribbean,1,0,0,0
S000554,2026-05-03,Treatment,Desktop,Email,Domestic,0,0,0,0
S000555,2026-05-03,Control,Mobile,Organic Search,Domestic,1,0,0,0
S000556,2026-05-16,Treatment,Mobile,Direct,Domestic,1,1,0,0
S000557,2026-05-16,Control,Mobile,Direct,Domestic,1,1,0,0
S000558,2026-05-26,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S000559,2026-05-09,Control,Mobile,Organic Search,Domestic,0,0,0,0
S000560,2026-05-21,Treatment,Mobile,Paid Search,Caribbean,1,0,0,0
S000561,2026-05-14,Control,Mobile,Paid Search,Domestic,1,1,1,259.19
S000562,2026-05-04,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S000563,2026-05-07,Control,Mobile,Email,Caribbean,0,0,0,0
S000564,2026-05-01,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S000565,2026-05-27,Control,Desktop,Direct,Domestic,0,0,0,0
S000566,2026-05-12,Treatment,Desktop,Direct,Domestic,1,1,0,0
S000567,2026-05-05,Control,Desktop,Organic Search,Domestic,1,1,0,0
S000568,2026-05-09,Treatment,Mobile,Direct,Domestic,1,0,0,0
S000569,2026-05-07,Control,Desktop,Paid Search,Caribbean,0,0,0,0
S000570,2026-05-22,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000571,2026-05-24,Control,Mobile,Email,Caribbean,0,0,0,0
S000572,2026-05-23,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S000573,2026-05-02,Control,Mobile,Direct,Domestic,1,0,0,0
S000574,2026-05-04,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S000575,2026-05-11,Control,Mobile,Direct,Domestic,0,0,0,0
S000576,2026-05-13,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S000577,2026-05-19,Control,Mobile,Direct,Domestic,0,0,0,0
S000578,2026-05-18,Treatment,Mobile,Direct,Domestic,1,0,0,0
S000579,2026-05-06,Control,Mobile,Direct,Domestic,0,0,0,0
S000580,2026-05-21,Treatment,Tablet,Paid Search,International,0,0,0,0
S000581,2026-05-03,Control,Desktop,Paid Search,Caribbean,0,0,0,0
S000582,2026-05-25,Treatment,Mobile,Organic Search,International,0,0,0,0
S000583,2026-05-13,Control,Mobile,Direct,Domestic,1,1,0,0
S000584,2026-05-06,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000585,2026-05-01,Control,Tablet,Direct,Domestic,0,0,0,0
S000586,2026-05-28,Treatment,Mobile,Organic Search,Caribbean,1,1,0,0
S000587,2026-05-06,Control,Mobile,Email,International,0,0,0,0
S000588,2026-05-22,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S000589,2026-05-05,Control,Mobile,Organic Search,Domestic,0,0,0,0
S000590,2026-05-22,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S000591,2026-05-21,Control,Desktop,Direct,Domestic,1,1,1,342.73
S000592,2026-05-15,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S000593,2026-05-05,Control,Mobile,Email,Domestic,1,0,0,0
S000594,2026-05-10,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S000595,2026-05-17,Control,Desktop,Organic Search,Domestic,0,0,0,0
S000596,2026-05-17,Treatment,Mobile,Paid Search,International,1,0,0,0
S000597,2026-05-23,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000598,2026-05-05,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S000599,2026-05-16,Control,Mobile,Email,Caribbean,1,1,0,0
S000600,2026-05-11,Treatment,Mobile,Direct,Domestic,1,1,0,0
S000601,2026-05-05,Control,Mobile,Direct,Domestic,0,0,0,0
S000602,2026-05-20,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S000603,2026-05-23,Control,Mobile,Organic Search,Domestic,1,0,0,0
S000604,2026-05-04,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000605,2026-05-17,Control,Mobile,Organic Search,Domestic,1,1,0,0
S000606,2026-05-15,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S000607,2026-05-20,Control,Desktop,Email,International,0,0,0,0
S000608,2026-05-06,Treatment,Mobile,Paid Search,Caribbean,1,0,0,0
S000609,2026-05-21,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S000610,2026-05-04,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S000611,2026-05-25,Control,Desktop,Organic Search,International,1,0,0,0
S000612,2026-05-20,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S000613,2026-05-02,Control,Mobile,Direct,Domestic,0,0,0,0
S000614,2026-05-27,Treatment,Desktop,Email,Domestic,0,0,0,0
S000615,2026-05-02,Control,Mobile,Direct,Domestic,1,1,0,0
S000616,2026-05-05,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S000617,2026-05-15,Control,Mobile,Paid Search,Caribbean,1,1,0,0
S000618,2026-05-01,Treatment,Mobile,Direct,Domestic,1,1,1,160.73
S000619,2026-05-12,Control,Mobile,Organic Search,Domestic,0,0,0,0
S000620,2026-05-27,Treatment,Desktop,Organic Search,Caribbean,0,0,0,0
S000621,2026-05-11,Control,Desktop,Organic Search,Domestic,1,0,0,0
S000622,2026-05-26,Treatment,Desktop,Direct,Domestic,1,1,0,0
S000623,2026-05-27,Control,Tablet,Paid Search,Domestic,1,0,0,0
S000624,2026-05-12,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S000625,2026-05-05,Control,Mobile,Direct,International,0,0,0,0
S000626,2026-05-04,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S000627,2026-05-01,Control,Mobile,Organic Search,Caribbean,1,1,0,0
S000628,2026-05-13,Treatment,Tablet,Organic Search,Domestic,0,0,0,0
S000629,2026-05-21,Control,Mobile,Direct,Domestic,1,0,0,0
S000630,2026-05-19,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S000631,2026-05-15,Control,Mobile,Paid Search,Caribbean,0,0,0,0
S000632,2026-05-27,Treatment,Mobile,Direct,Domestic,0,0,0,0
S000633,2026-05-23,Control,Desktop,Paid Search,Caribbean,0,0,0,0
S000634,2026-05-16,Treatment,Mobile,Direct,Domestic,1,0,0,0
S000635,2026-05-22,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S000636,2026-05-01,Treatment,Mobile,Direct,Domestic,1,1,0,0
S000637,2026-05-16,Control,Mobile,Direct,Domestic,1,1,0,0
S000638,2026-05-25,Treatment,Desktop,Direct,Caribbean,1,0,0,0
S000639,2026-05-24,Control,Mobile,Email,International,1,0,0,0
S000640,2026-05-26,Treatment,Tablet,Email,Caribbean,1,0,0,0
S000641,2026-05-09,Control,Tablet,Email,Domestic,0,0,0,0
S000642,2026-05-18,Treatment,Mobile,Organic Search,International,0,0,0,0
S000643,2026-05-23,Control,Tablet,Paid Search,Caribbean,0,0,0,0
S000644,2026-05-01,Treatment,Mobile,Direct,Caribbean,1,0,0,0
S000645,2026-05-27,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000646,2026-05-11,Treatment,Desktop,Email,Caribbean,0,0,0,0
S000647,2026-05-08,Control,Mobile,Paid Search,Domestic,1,1,1,416.8
S000648,2026-05-16,Treatment,Tablet,Organic Search,Domestic,0,0,0,0
S000649,2026-05-24,Control,Mobile,Organic Search,Domestic,1,1,1,363.28
S000650,2026-05-05,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S000651,2026-05-24,Control,Mobile,Organic Search,Caribbean,1,0,0,0
S000652,2026-05-07,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S000653,2026-05-24,Control,Mobile,Organic Search,Domestic,1,0,0,0
S000654,2026-05-03,Treatment,Desktop,Direct,Caribbean,0,0,0,0
S000655,2026-05-10,Control,Mobile,Organic Search,Domestic,1,1,1,438.77
S000656,2026-05-11,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S000657,2026-05-10,Control,Desktop,Paid Search,Domestic,0,0,0,0
S000658,2026-05-22,Treatment,Mobile,Direct,Domestic,1,0,0,0
S000659,2026-05-06,Control,Desktop,Direct,Domestic,0,0,0,0
S000660,2026-05-17,Treatment,Mobile,Email,Caribbean,1,0,0,0
S000661,2026-05-02,Control,Desktop,Direct,Domestic,1,0,0,0
S000662,2026-05-16,Treatment,Desktop,Direct,Caribbean,0,0,0,0
S000663,2026-05-23,Control,Mobile,Organic Search,Domestic,1,0,0,0
S000664,2026-05-18,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S000665,2026-05-23,Control,Desktop,Email,Domestic,1,1,1,395.52
S000666,2026-05-09,Treatment,Mobile,Email,Domestic,1,0,0,0
S000667,2026-05-12,Control,Mobile,Direct,Domestic,0,0,0,0
S000668,2026-05-11,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S000669,2026-05-18,Control,Mobile,Direct,Domestic,0,0,0,0
S000670,2026-05-24,Treatment,Desktop,Paid Search,Caribbean,1,1,0,0
S000671,2026-05-06,Control,Desktop,Organic Search,Caribbean,1,0,0,0
S000672,2026-05-03,Treatment,Mobile,Direct,International,1,1,0,0
S000673,2026-05-17,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000674,2026-05-15,Treatment,Mobile,Direct,International,0,0,0,0
S000675,2026-05-10,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000676,2026-05-11,Treatment,Desktop,Direct,Caribbean,1,0,0,0
S000677,2026-05-11,Control,Desktop,Email,Caribbean,1,1,0,0
S000678,2026-05-14,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S000679,2026-05-28,Control,Mobile,Direct,Domestic,1,1,0,0
S000680,2026-05-26,Treatment,Desktop,Direct,International,0,0,0,0
S000681,2026-05-04,Control,Mobile,Direct,Domestic,0,0,0,0
S000682,2026-05-10,Treatment,Tablet,Organic Search,Domestic,1,1,1,435.56
S000683,2026-05-15,Control,Mobile,Direct,Domestic,0,0,0,0
S000684,2026-05-20,Treatment,Desktop,Direct,Caribbean,0,0,0,0
S000685,2026-05-21,Control,Mobile,Paid Search,International,0,0,0,0
S000686,2026-05-01,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S000687,2026-05-16,Control,Mobile,Email,Domestic,1,0,0,0
S000688,2026-05-24,Treatment,Desktop,Email,Domestic,0,0,0,0
S000689,2026-05-28,Control,Mobile,Paid Search,Domestic,0,0,0,0
S000690,2026-05-17,Treatment,Mobile,Email,Domestic,1,1,0,0
S000691,2026-05-27,Control,Mobile,Email,Caribbean,1,0,0,0
S000692,2026-05-12,Treatment,Mobile,Email,Domestic,1,1,0,0
S000693,2026-05-13,Control,Desktop,Paid Search,Domestic,1,1,0,0
S000694,2026-05-02,Treatment,Desktop,Direct,Caribbean,1,1,0,0
S000695,2026-05-27,Control,Desktop,Email,Domestic,1,0,0,0
S000696,2026-05-28,Treatment,Desktop,Email,International,0,0,0,0
S000697,2026-05-28,Control,Mobile,Organic Search,Domestic,0,0,0,0
